sexo,idade,peso,altura,nivel,dias_disponiveis,tempo_disponivel,split
M,27,104.3,1.79,intermediario,5,90,UL PPL
F,31,82.1,1.51,intermediario,4,80,Upper/Lower 2x
F,59,48.4,1.76,avancado,6,40,Upper/Lower 3x
F,46,89.2,1.95,intermediario,5,60,Upper/Lower 2x + Full Body
M,45,92.0,1.95,intermediario,6,50,Upper/Lower 3x
M,34,112.2,1.9,avancado,3,70,PPL 1x
F,22,83.0,1.99,iniciante,6,50,PPL 2x
M,41,81.4,1.98,intermediario,4,60,Full Body 4x
M,24,99.5,1.89,iniciante,4,50,Full Body 4x
M,38,71.4,1.69,avancado,3,80,PPL 1x
F,59,73.3,1.99,intermediario,3,60,Full Body 3x
M,30,67.4,1.72,avancado,5,70,UL PPL
M,38,63.9,1.67,intermediario,3,40,Full Body 3x
F,31,57.7,1.94,intermediario,5,60,Lower Focus (LULUL)
F,46,57.3,1.56,intermediario,3,60,Full Body 3x
F,30,90.2,1.76,iniciante,4,90,Upper/Lower 2x
F,32,93.5,1.68,avancado,6,70,PPL 2x
F,61,72.5,1.82,intermediario,6,40,Upper/Lower 3x
M,25,101.9,1.98,iniciante,4,80,Upper/Lower 2x
M,55,113.6,1.55,avancado,5,70,Bro Split
M,60,116.8,1.89,intermediario,6,70,Arnold Split
M,46,114.8,1.76,iniciante,3,60,Full Body 3x
F,24,73.4,1.9,iniciante,3,60,Full Body 3x
F,41,60.5,1.56,iniciante,4,70,Upper/Lower 2x
M,36,85.6,1.51,iniciante,3,50,Full Body 3x
F,34,79.2,1.58,iniciante,4,70,Upper/Lower 2x
M,41,60.3,1.94,intermediario,5,80,UL PPL
F,21,71.5,1.81,intermediario,3,40,Full Body 3x
F,53,65.8,1.94,iniciante,3,70,Full Body 3x
F,30,79.0,1.79,iniciante,4,80,Upper/Lower 2x
F,26,47.8,1.77,avancado,5,70,Lower Focus (LULUL)
M,57,68.1,1.79,intermediario,6,50,Upper/Lower 3x
M,26,80.9,1.85,iniciante,3,70,Full Body 3x
F,51,67.3,1.8,iniciante,6,60,PPL 2x
F,27,70.0,1.55,intermediario,3,40,Full Body 3x
M,20,91.8,1.75,avancado,6,70,PPL 2x
M,19,77.8,1.79,iniciante,4,60,Upper/Lower 2x
M,43,70.5,1.85,avancado,6,80,PPL 2x
M,49,104.0,1.79,intermediario,3,60,Full Body 3x
F,60,90.7,1.91,iniciante,4,80,Upper/Lower 2x
M,40,73.4,1.58,iniciante,6,60,PPL 2x
F,57,79.8,1.56,avancado,5,80,Upper/Lower 2x + Full Body
F,28,86.3,1.79,iniciante,4,60,Upper/Lower 2x
M,22,100.1,1.59,intermediario,6,70,Arnold Split
F,26,80.4,1.73,iniciante,5,60,Upper/Lower 3x + Full Body
M,40,95.9,1.67,iniciante,6,60,PPL 2x
F,24,63.1,1.56,avancado,5,50,Lower Focus (LULUL)
M,35,109.3,1.81,intermediario,4,60,Full Body 4x
M,36,96.6,1.56,intermediario,6,90,Arnold Split
M,39,91.9,1.5,iniciante,5,60,Upper/Lower 3x + Full Body
M,34,73.7,1.58,intermediario,4,50,Full Body 4x
M,27,115.0,1.61,avancado,4,40,Full Body 4x
F,45,91.1,1.81,iniciante,3,70,Full Body 3x
M,24,62.1,1.86,avancado,4,80,Upper/Lower 2x
M,31,71.8,1.98,iniciante,3,80,Full Body 3x
F,40,51.3,1.81,iniciante,5,70,Upper/Lower 3x + Full Body
F,63,67.4,1.65,iniciante,4,80,Upper/Lower 2x
F,60,75.8,1.84,avancado,6,70,PPL 2x
M,47,118.9,1.62,intermediario,4,50,Full Body 4x
M,46,103.2,1.73,avancado,6,60,PPL 2x
M,20,64.3,1.78,intermediario,3,60,Full Body 3x
F,50,48.4,1.92,iniciante,4,60,Upper/Lower 2x
F,34,60.9,1.83,iniciante,5,50,Upper/Lower 3x + Full Body
F,27,76.0,1.8,intermediario,3,70,Full Body 3x
F,33,85.6,1.63,intermediario,4,60,Full Body 4x
F,26,74.4,1.64,avancado,4,70,Upper/Lower 2x
M,42,88.4,1.78,iniciante,6,50,PPL 2x
M,49,113.0,1.62,avancado,4,60,Upper/Lower 2x
M,27,58.3,1.99,intermediario,3,80,Full Body 3x
F,24,91.7,1.51,intermediario,5,50,Lower Focus (LULUL)
M,49,58.6,1.62,iniciante,3,60,Full Body 3x
M,23,76.2,1.91,intermediario,3,60,Full Body 3x
F,30,47.7,1.79,avancado,3,60,PPL 1x
F,24,92.3,1.7,iniciante,4,60,Upper/Lower 2x
M,30,63.6,1.62,avancado,3,80,PPL 1x
M,46,93.1,1.92,avancado,5,80,Bro Split
M,30,102.4,1.66,avancado,3,70,PPL 1x
M,52,76.7,1.75,avancado,5,60,Bro Split
F,23,66.6,1.62,avancado,4,100,Upper/Lower 2x
M,32,109.6,1.72,intermediario,4,80,Upper/Lower 2x
F,22,89.6,1.86,iniciante,4,40,Full Body 4x
F,46,66.8,1.54,iniciante,4,40,Full Body 4x
F,39,70.0,1.68,intermediario,6,60,Upper/Lower 3x
M,22,99.6,1.85,intermediario,3,70,Full Body 3x
M,38,57.9,1.96,avancado,6,70,PPL 2x
M,50,94.0,1.74,intermediario,3,60,Full Body 3x
F,26,85.0,1.95,intermediario,6,80,PPL 2x
M,37,81.5,1.75,intermediario,5,40,Bro Split
F,48,91.6,1.97,iniciante,5,70,Upper/Lower 3x + Full Body
F,41,61.7,1.7,intermediario,4,60,Full Body 4x
M,25,55.8,1.97,intermediario,4,80,Upper/Lower 2x
M,44,98.8,1.97,iniciante,4,70,Upper/Lower 2x
F,33,66.0,1.51,intermediario,3,90,Full Body 3x
F,26,75.2,1.98,intermediario,5,50,Lower Focus (LULUL)
F,27,75.4,1.6,intermediario,3,60,Full Body 3x
M,34,116.3,1.69,intermediario,6,60,Upper/Lower 3x
F,21,83.1,1.95,iniciante,5,60,Upper/Lower 3x + Full Body
F,20,86.1,1.6,iniciante,3,60,Full Body 3x
F,55,55.5,1.97,iniciante,3,50,Full Body 3x
F,36,66.4,1.88,iniciante,6,70,PPL 2x
M,34,56.2,1.6,intermediario,6,50,Upper/Lower 3x
F,47,50.4,1.64,intermediario,4,40,Full Body 4x
F,23,78.2,1.57,intermediario,5,60,Lower Focus (LULUL)
M,19,119.8,1.65,avancado,3,70,PPL 1x
M,38,91.9,1.75,intermediario,4,60,Full Body 4x
F,34,63.9,1.7,iniciante,5,50,Upper/Lower 3x + Full Body
M,26,56.8,1.79,iniciante,5,50,Upper/Lower 3x + Full Body
M,28,119.1,1.75,avancado,5,50,UL PPL
F,65,60.7,1.64,avancado,4,60,Upper/Lower 2x
M,35,78.3,1.76,avancado,4,50,Full Body 4x
F,24,76.6,1.53,iniciante,4,40,Full Body 4x
F,26,46.9,1.69,intermediario,3,50,Full Body 3x
F,22,70.9,1.87,avancado,3,80,PPL 1x
M,50,105.2,1.75,avancado,5,40,Bro Split
M,31,101.1,1.9,avancado,4,70,Upper/Lower 2x
F,34,83.6,1.74,intermediario,6,70,PPL 2x
F,32,52.0,1.7,iniciante,5,60,Upper/Lower 3x + Full Body
M,24,65.4,1.99,intermediario,4,60,Full Body 4x
F,36,54.6,1.54,avancado,4,60,Upper/Lower 2x
M,28,69.7,1.54,avancado,3,80,PPL 1x
M,19,79.7,1.69,intermediario,3,80,Full Body 3x
M,47,98.5,1.7,intermediario,3,60,Full Body 3x
M,57,111.8,1.78,intermediario,3,80,Full Body 3x
M,48,102.7,1.92,intermediario,4,80,Upper/Lower 2x
F,44,73.0,1.83,iniciante,3,90,Full Body 3x
M,26,73.3,1.6,iniciante,3,50,Full Body 3x
M,51,75.3,1.97,iniciante,3,70,Full Body 3x
F,26,76.8,1.72,intermediario,3,60,Full Body 3x
F,33,65.7,1.79,iniciante,3,80,Full Body 3x
F,54,50.0,1.83,intermediario,4,40,Full Body 4x
F,25,85.5,1.68,avancado,5,60,Upper/Lower 2x + Full Body
M,23,84.8,1.83,intermediario,5,70,Bro Split
F,33,46.4,1.61,avancado,6,60,PPL 2x
F,39,45.2,1.97,iniciante,3,70,Full Body 3x
F,31,49.4,1.91,intermediario,5,40,Lower Focus (LULUL)
M,49,69.6,1.71,avancado,5,50,Bro Split
M,21,77.6,1.96,intermediario,3,70,Full Body 3x
M,20,119.8,1.8,intermediario,5,60,Bro Split
F,22,56.3,1.52,avancado,3,40,PPL 1x
F,33,68.2,1.65,intermediario,5,60,Lower Focus (LULUL)
F,35,45.6,1.82,intermediario,3,40,Full Body 3x
F,21,84.9,1.5,iniciante,6,80,PPL 2x
M,46,97.5,1.66,avancado,4,80,Upper/Lower 2x
M,48,83.9,1.55,avancado,3,60,Full Body 3x
F,37,86.6,2.0,iniciante,3,50,Full Body 3x
F,22,59.7,1.97,avancado,5,80,Lower Focus (LULUL)
F,32,56.4,1.62,intermediario,5,70,Lower Focus (LULUL)
F,44,63.7,1.58,intermediario,3,60,Full Body 3x
M,42,102.2,1.68,avancado,3,60,Full Body 3x
M,42,80.0,1.7,iniciante,6,70,PPL 2x
F,59,77.4,1.73,iniciante,6,50,PPL 2x
F,37,83.2,1.85,iniciante,6,70,PPL 2x
M,24,106.5,1.91,avancado,6,80,Arnold Split
M,61,109.3,1.58,intermediario,6,70,Arnold Split
F,41,80.1,2.0,avancado,5,70,Upper/Lower 2x + Full Body
F,47,90.9,1.7,avancado,6,40,Upper/Lower 3x
M,30,86.0,1.61,iniciante,4,50,Full Body 4x
F,43,51.8,1.51,intermediario,4,80,Upper/Lower 2x
F,30,64.7,1.7,avancado,6,40,Upper/Lower 3x
F,57,63.0,1.5,avancado,4,60,Upper/Lower 2x
M,24,102.1,1.99,intermediario,4,60,Full Body 4x
M,23,76.4,1.81,iniciante,3,40,Full Body 3x
M,41,98.4,1.87,iniciante,5,60,Upper/Lower 3x + Full Body
F,32,54.6,1.63,iniciante,3,50,Full Body 3x
M,22,55.1,1.84,intermediario,4,70,Upper/Lower 2x
F,25,78.3,1.69,intermediario,3,70,Full Body 3x
F,42,68.9,1.6,avancado,3,40,Full Body 3x
M,41,87.1,1.94,avancado,4,70,Upper/Lower 2x
F,32,93.5,1.86,iniciante,4,50,Full Body 4x
M,21,112.1,1.51,iniciante,3,60,Full Body 3x
F,63,51.1,1.69,intermediario,4,80,Upper/Lower 2x
F,24,58.1,1.56,intermediario,4,60,Full Body 4x
M,25,81.9,1.73,iniciante,4,50,Full Body 4x
M,46,101.3,1.87,intermediario,5,50,Bro Split
M,54,112.6,1.82,intermediario,6,80,Arnold Split
M,25,85.0,1.63,avancado,5,80,UL PPL
M,24,75.3,1.95,intermediario,5,60,Bro Split
F,42,83.0,1.62,avancado,6,70,PPL 2x
F,44,70.4,1.94,avancado,3,60,Full Body 3x
M,61,58.0,1.63,intermediario,3,60,Full Body 3x
M,35,109.7,1.66,iniciante,3,70,Full Body 3x
M,55,105.7,1.77,avancado,3,50,Full Body 3x
M,30,99.7,1.51,intermediario,6,90,Arnold Split
M,34,81.8,1.94,avancado,6,70,PPL 2x
M,26,76.1,1.65,intermediario,3,50,Full Body 3x
F,29,68.4,1.61,intermediario,4,70,Upper/Lower 2x
F,30,87.6,1.66,iniciante,4,60,Upper/Lower 2x
M,33,59.8,1.74,iniciante,6,90,PPL 2x
M,33,101.2,1.71,avancado,6,90,PPL 2x
F,33,50.2,1.58,avancado,5,70,Lower Focus (LULUL)
M,24,57.0,1.51,iniciante,6,90,PPL 2x
M,19,92.6,1.58,iniciante,4,60,Upper/Lower 2x
M,26,107.0,1.52,intermediario,4,40,Full Body 4x
M,40,101.6,1.99,avancado,5,60,Bro Split
M,24,85.7,1.5,intermediario,3,70,Full Body 3x
F,24,57.7,1.84,intermediario,4,60,Full Body 4x
M,42,95.9,1.66,iniciante,5,60,Upper/Lower 3x + Full Body
M,22,56.2,1.68,iniciante,3,70,Full Body 3x
F,42,80.5,1.56,avancado,4,70,Upper/Lower 2x
F,18,45.5,1.73,iniciante,5,40,Upper/Lower 3x + Full Body
M,45,55.2,1.95,intermediario,4,80,Upper/Lower 2x
M,40,119.7,1.67,iniciante,3,100,Full Body 3x
M,46,110.2,1.78,avancado,3,80,Full Body 3x
M,43,63.1,1.92,avancado,6,80,PPL 2x
F,34,45.5,1.6,iniciante,5,60,Upper/Lower 3x + Full Body
M,27,80.3,1.72,iniciante,6,40,PPL 2x
F,42,59.5,1.87,intermediario,3,60,Full Body 3x
F,41,65.4,1.57,avancado,4,60,Upper/Lower 2x
F,38,49.8,1.68,iniciante,3,70,Full Body 3x
F,60,75.8,1.99,intermediario,4,50,Full Body 4x
F,50,63.6,1.85,intermediario,4,70,Upper/Lower 2x
M,62,76.1,1.92,iniciante,6,70,PPL 2x
M,40,77.7,1.64,iniciante,5,60,Upper/Lower 3x + Full Body
F,31,82.3,1.84,intermediario,3,70,Full Body 3x
F,22,83.8,1.91,iniciante,6,80,PPL 2x
M,33,81.1,1.61,avancado,5,60,UL PPL
M,19,56.3,1.95,intermediario,3,70,Full Body 3x
M,38,109.4,1.72,avancado,5,80,Bro Split
M,23,78.9,1.85,avancado,5,70,UL PPL
M,30,57.9,1.87,intermediario,6,60,Upper/Lower 3x
M,33,62.0,1.59,intermediario,4,40,Full Body 4x
F,28,68.4,1.99,intermediario,5,60,Lower Focus (LULUL)
M,52,60.7,1.69,intermediario,5,90,UL PPL
M,37,106.9,1.55,iniciante,4,50,Full Body 4x
M,46,79.6,1.76,avancado,3,40,Full Body 3x
F,35,67.9,1.84,iniciante,4,40,Full Body 4x
F,64,59.0,1.95,intermediario,4,70,Upper/Lower 2x
F,37,73.9,1.93,intermediario,6,50,Upper/Lower 3x
F,54,79.8,1.97,avancado,4,50,Full Body 4x
F,41,89.1,1.57,intermediario,6,60,Upper/Lower 3x
F,23,83.8,1.98,intermediario,4,40,Full Body 4x
M,55,96.9,1.74,intermediario,5,70,Bro Split
F,63,84.1,1.66,intermediario,5,80,Upper/Lower 2x + Full Body
M,29,110.2,1.52,intermediario,4,70,Upper/Lower 2x
F,24,59.2,1.62,avancado,5,100,Lower Focus (LULUL)
F,23,46.5,1.9,iniciante,5,70,Upper/Lower 3x + Full Body
M,56,114.9,1.76,avancado,3,60,Full Body 3x
F,39,63.2,1.93,intermediario,4,80,Upper/Lower 2x
F,35,78.3,1.9,iniciante,6,60,PPL 2x
M,66,119.4,1.84,intermediario,4,40,Full Body 4x
M,33,107.4,1.92,intermediario,6,40,Upper/Lower 3x
M,56,75.6,1.51,intermediario,6,60,Upper/Lower 3x
M,26,64.7,1.6,intermediario,5,60,Bro Split
M,26,81.6,1.79,iniciante,5,70,Upper/Lower 3x + Full Body
M,20,69.6,1.88,avancado,6,60,PPL 2x
M,24,75.4,1.84,iniciante,3,60,Full Body 3x
F,33,74.7,1.53,iniciante,4,50,Full Body 4x
M,34,74.0,1.9,iniciante,3,70,Full Body 3x
F,43,63.4,1.85,avancado,3,80,Full Body 3x
M,24,81.7,1.74,iniciante,6,90,PPL 2x
F,27,73.2,1.9,avancado,3,70,PPL 1x
M,23,115.3,1.8,avancado,4,60,Upper/Lower 2x
M,44,109.8,1.66,intermediario,6,50,Upper/Lower 3x
M,24,113.9,1.77,iniciante,3,60,Full Body 3x
F,28,72.9,1.68,intermediario,5,60,Lower Focus (LULUL)
F,29,74.0,1.53,avancado,4,70,Upper/Lower 2x
F,32,69.9,1.88,intermediario,5,80,Lower Focus (LULUL)
M,26,86.7,1.93,iniciante,3,60,Full Body 3x
M,49,56.9,1.59,intermediario,4,60,Full Body 4x
M,31,116.6,1.71,avancado,3,50,PPL 1x
M,42,59.0,1.72,avancado,3,60,Full Body 3x
M,33,83.1,1.97,intermediario,3,90,Full Body 3x
M,42,57.5,1.6,avancado,5,60,Bro Split
F,20,75.0,1.95,avancado,6,50,Upper/Lower 3x
M,21,99.6,1.88,avancado,3,70,PPL 1x
F,24,84.2,1.8,iniciante,5,50,Upper/Lower 3x + Full Body
M,34,66.3,1.71,avancado,4,80,Upper/Lower 2x
F,35,67.2,1.64,intermediario,3,60,Full Body 3x
F,39,69.5,1.77,avancado,4,80,Upper/Lower 2x
M,57,81.0,1.58,intermediario,3,90,Full Body 3x
M,63,82.4,1.79,iniciante,5,60,Upper/Lower 3x + Full Body
F,43,70.2,1.66,intermediario,5,60,Lower Focus (LULUL)
F,18,85.9,1.91,intermediario,5,60,Lower Focus (LULUL)
F,42,90.8,2.0,iniciante,6,50,PPL 2x
F,36,68.5,1.77,intermediario,3,60,Full Body 3x
F,48,65.8,1.74,intermediario,3,100,Full Body 3x
F,22,92.7,1.58,iniciante,6,60,PPL 2x
M,47,88.3,1.99,avancado,3,70,Full Body 3x
F,45,51.0,1.51,iniciante,6,40,PPL 2x
F,35,46.7,1.69,intermediario,3,70,Full Body 3x
F,22,63.9,2.0,avancado,5,70,Lower Focus (LULUL)
M,24,113.3,1.94,avancado,5,50,UL PPL
M,42,118.9,1.84,iniciante,6,70,PPL 2x
M,22,118.5,1.78,iniciante,3,60,Full Body 3x
M,17,85.6,1.85,avancado,6,60,PPL 2x
F,54,53.5,1.74,intermediario,3,60,Full Body 3x
F,28,56.3,1.71,intermediario,5,70,Lower Focus (LULUL)
F,38,80.0,1.82,iniciante,3,70,Full Body 3x
M,29,61.0,1.96,intermediario,3,40,Full Body 3x
M,34,87.3,1.87,iniciante,4,40,Full Body 4x
F,20,78.3,1.78,iniciante,4,70,Upper/Lower 2x
M,39,60.3,1.99,iniciante,6,60,PPL 2x
F,39,58.5,1.73,intermediario,5,70,Lower Focus (LULUL)
F,52,61.1,1.93,avancado,5,60,Lower Focus (LULUL)
F,45,52.6,1.83,intermediario,5,70,Upper/Lower 2x + Full Body
F,24,49.2,1.64,iniciante,4,60,Upper/Lower 2x
F,20,49.6,1.95,iniciante,6,80,PPL 2x
M,63,111.4,1.89,avancado,6,70,PPL 2x
F,46,64.0,1.56,intermediario,6,70,PPL 2x
F,17,62.2,1.88,avancado,6,60,PPL 2x
F,41,71.0,1.81,intermediario,3,60,Full Body 3x
M,38,88.5,1.61,avancado,5,60,Bro Split
M,25,98.8,1.72,iniciante,3,70,Full Body 3x
F,37,55.5,1.63,avancado,5,50,Lower Focus (LULUL)
M,33,61.3,1.56,intermediario,3,80,Full Body 3x
M,35,117.5,1.63,intermediario,5,70,Bro Split
M,48,70.8,1.91,intermediario,4,40,Full Body 4x
M,41,97.3,1.85,avancado,3,80,Full Body 3x
M,20,64.6,1.93,iniciante,5,70,Upper/Lower 3x + Full Body
M,58,55.6,1.93,iniciante,4,80,Upper/Lower 2x
F,35,91.1,1.77,iniciante,4,90,Upper/Lower 2x
F,51,68.5,1.84,intermediario,5,60,Upper/Lower 2x + Full Body
F,31,53.7,1.62,intermediario,3,60,Full Body 3x
F,36,79.1,1.99,avancado,3,60,PPL 1x
M,22,87.4,1.77,avancado,5,80,UL PPL
M,39,82.5,1.93,avancado,6,70,PPL 2x
F,36,92.0,1.67,iniciante,5,80,Upper/Lower 3x + Full Body
M,45,70.3,1.5,avancado,4,70,Upper/Lower 2x
M,38,82.0,1.95,iniciante,5,90,Upper/Lower 3x + Full Body
F,32,61.6,2.0,avancado,4,60,Upper/Lower 2x
M,54,62.2,1.92,avancado,5,70,Bro Split
M,34,82.4,1.89,iniciante,3,80,Full Body 3x
F,21,65.5,1.9,iniciante,4,70,Upper/Lower 2x
M,27,117.8,1.91,iniciante,6,60,PPL 2x
M,27,111.3,1.98,iniciante,3,50,Full Body 3x
F,23,57.1,1.53,avancado,4,80,Upper/Lower 2x
F,55,48.4,1.71,intermediario,5,60,Upper/Lower 2x + Full Body
F,52,65.9,1.93,avancado,3,50,Full Body 3x
M,22,87.0,1.92,intermediario,6,60,Upper/Lower 3x
F,47,65.8,1.66,avancado,5,70,Lower Focus (LULUL)
F,35,63.8,1.68,iniciante,5,40,Upper/Lower 3x + Full Body
M,56,95.9,1.78,intermediario,5,50,Bro Split
F,57,66.6,1.52,avancado,5,60,Lower Focus (LULUL)
F,56,53.8,1.75,iniciante,5,60,Upper/Lower 3x + Full Body
M,20,57.9,1.54,iniciante,4,80,Upper/Lower 2x
F,36,49.6,1.87,avancado,4,70,Upper/Lower 2x
M,55,111.4,1.97,intermediario,5,50,Bro Split
F,33,72.3,1.57,avancado,5,50,Lower Focus (LULUL)
F,24,81.9,1.99,intermediario,4,40,Full Body 4x
F,66,67.4,1.61,iniciante,3,90,Full Body 3x
M,17,98.3,1.61,iniciante,5,80,Upper/Lower 3x + Full Body
F,45,69.0,1.67,intermediario,4,90,Upper/Lower 2x
F,23,70.0,1.86,iniciante,5,60,Upper/Lower 3x + Full Body
F,29,80.3,1.73,iniciante,4,70,Upper/Lower 2x
M,26,66.1,1.67,avancado,6,80,Arnold Split
M,19,106.3,1.52,intermediario,4,60,Full Body 4x
F,29,71.1,1.86,intermediario,4,100,Upper/Lower 2x
F,47,77.5,1.65,iniciante,6,90,PPL 2x
M,36,78.4,1.79,intermediario,5,60,Bro Split
M,40,89.3,1.92,avancado,5,60,Bro Split
F,18,70.7,1.96,iniciante,6,60,PPL 2x
M,26,101.3,1.81,iniciante,4,60,Upper/Lower 2x
F,38,71.7,1.96,intermediario,3,70,Full Body 3x
M,32,70.5,1.81,avancado,5,90,UL PPL
M,32,86.7,1.51,intermediario,5,50,Bro Split
M,22,69.7,1.98,intermediario,3,70,Full Body 3x
F,27,49.6,1.88,iniciante,4,50,Full Body 4x
M,32,75.8,1.94,avancado,3,40,PPL 1x
M,41,78.8,1.61,intermediario,4,60,Full Body 4x
M,33,96.3,1.72,iniciante,6,40,PPL 2x
F,29,63.3,1.72,intermediario,6,70,PPL 2x
F,38,62.7,1.75,intermediario,5,90,Lower Focus (LULUL)
F,19,61.2,1.82,intermediario,6,50,Upper/Lower 3x
M,43,83.8,1.65,intermediario,5,80,UL PPL
F,37,92.1,1.84,iniciante,5,50,Upper/Lower 3x + Full Body
F,57,89.7,1.89,intermediario,4,70,Upper/Lower 2x
F,22,49.8,1.53,intermediario,4,40,Full Body 4x
F,49,69.6,1.86,iniciante,3,80,Full Body 3x
M,20,85.8,1.69,intermediario,5,60,Bro Split
M,19,74.5,1.53,avancado,5,70,UL PPL
M,27,106.1,1.87,iniciante,5,40,Upper/Lower 3x + Full Body
M,43,119.9,1.72,iniciante,3,70,Full Body 3x
M,22,108.5,1.95,intermediario,4,60,Full Body 4x
M,37,101.0,1.64,avancado,5,40,Bro Split
M,47,113.8,1.66,intermediario,3,70,Full Body 3x
M,38,68.3,1.65,avancado,4,60,Upper/Lower 2x
F,35,68.6,1.6,intermediario,6,70,PPL 2x
F,53,72.3,1.54,intermediario,5,80,Upper/Lower 2x + Full Body
M,23,64.8,1.89,intermediario,4,60,Full Body 4x
M,66,61.0,1.8,iniciante,3,50,Full Body 3x
M,36,91.1,1.82,intermediario,6,70,Arnold Split
F,28,52.9,1.56,intermediario,3,60,Full Body 3x
M,21,67.5,1.7,intermediario,4,40,Full Body 4x
M,60,104.4,1.94,intermediario,6,40,Upper/Lower 3x
M,28,114.2,1.54,avancado,4,70,Upper/Lower 2x
M,54,95.2,1.94,avancado,6,60,PPL 2x
M,29,62.3,1.86,avancado,3,70,PPL 1x
F,64,92.6,1.63,intermediario,3,90,Full Body 3x
F,22,83.5,1.67,avancado,6,60,PPL 2x
M,45,78.3,1.93,intermediario,4,40,Full Body 4x
M,31,62.6,1.51,iniciante,6,90,PPL 2x
M,35,61.0,1.99,intermediario,3,60,Full Body 3x
F,53,93.8,1.99,avancado,6,80,PPL 2x
F,26,64.9,1.73,iniciante,5,60,Upper/Lower 3x + Full Body
F,38,64.9,1.8,avancado,4,100,Upper/Lower 2x
F,27,48.0,1.75,intermediario,5,60,Lower Focus (LULUL)
M,18,92.7,1.93,iniciante,3,70,Full Body 3x
M,25,69.1,1.61,iniciante,6,60,PPL 2x
F,36,59.7,1.94,intermediario,4,70,Upper/Lower 2x
M,40,85.4,1.8,iniciante,6,50,PPL 2x
F,36,90.7,1.92,iniciante,5,70,Upper/Lower 3x + Full Body
F,29,62.8,2.0,iniciante,3,80,Full Body 3x
M,59,117.7,1.96,intermediario,4,70,Upper/Lower 2x
F,26,72.1,1.95,intermediario,6,50,Upper/Lower 3x
M,52,64.4,1.62,iniciante,5,70,Upper/Lower 3x + Full Body
F,32,63.2,1.66,intermediario,5,60,Lower Focus (LULUL)
F,44,49.9,1.62,avancado,4,40,Full Body 4x
F,26,61.6,1.95,intermediario,6,60,Upper/Lower 3x
F,23,70.7,1.5,iniciante,5,60,Upper/Lower 3x + Full Body
F,22,53.9,1.56,iniciante,4,70,Upper/Lower 2x
M,53,81.9,1.69,iniciante,6,80,PPL 2x
F,51,48.8,1.76,iniciante,3,70,Full Body 3x
F,30,64.0,1.68,iniciante,6,60,PPL 2x
F,27,91.2,1.97,avancado,4,60,Upper/Lower 2x
F,22,85.3,1.6,avancado,5,70,Upper/Lower 2x + Full Body
F,29,87.4,1.68,intermediario,6,40,Upper/Lower 3x
M,26,110.3,1.55,avancado,4,50,Full Body 4x
M,46,118.0,1.69,intermediario,5,70,Bro Split
F,42,82.2,1.9,intermediario,4,60,Full Body 4x
M,41,116.2,1.66,intermediario,6,40,Upper/Lower 3x
M,47,71.8,1.89,intermediario,3,60,Full Body 3x
F,55,46.7,1.56,iniciante,5,80,Upper/Lower 3x + Full Body
M,45,70.6,1.91,intermediario,5,50,Bro Split
F,45,85.6,1.52,intermediario,4,80,Upper/Lower 2x
F,56,80.6,1.79,avancado,3,60,Full Body 3x
F,25,57.8,1.81,intermediario,5,60,Lower Focus (LULUL)
F,49,87.1,1.85,intermediario,6,50,Upper/Lower 3x
M,30,117.9,1.56,avancado,3,70,PPL 1x
F,33,60.3,1.79,avancado,5,70,Lower Focus (LULUL)
M,26,108.0,1.86,intermediario,4,60,Full Body 4x
F,55,80.9,1.84,intermediario,3,40,Full Body 3x
F,33,72.8,1.97,iniciante,5,70,Upper/Lower 3x + Full Body
F,29,92.6,1.87,iniciante,5,80,Upper/Lower 3x + Full Body
F,46,73.0,1.54,avancado,5,50,Lower Focus (LULUL)
M,43,75.4,1.68,iniciante,4,70,Upper/Lower 2x
F,34,80.6,1.93,intermediario,3,70,Full Body 3x
M,20,81.9,1.66,iniciante,6,90,PPL 2x
M,34,77.2,1.78,avancado,3,80,PPL 1x
F,51,93.0,1.84,intermediario,5,40,Upper/Lower 2x + Full Body
M,43,86.7,1.79,iniciante,6,50,PPL 2x
F,28,57.9,1.69,intermediario,3,100,Full Body 3x
M,51,58.9,1.79,intermediario,5,50,Bro Split
F,46,55.6,1.87,avancado,5,90,Lower Focus (LULUL)
F,25,95.0,1.83,avancado,6,60,PPL 2x
M,21,96.1,1.67,iniciante,3,50,Full Body 3x
M,45,90.8,1.58,iniciante,6,70,PPL 2x
F,38,78.3,1.71,iniciante,6,60,PPL 2x
M,43,90.7,1.61,intermediario,5,60,Bro Split
F,32,82.9,1.83,iniciante,3,70,Full Body 3x
M,16,67.3,2.0,intermediario,3,60,Full Body 3x
F,48,71.0,1.53,intermediario,6,80,PPL 2x
F,43,82.6,1.97,iniciante,3,60,Full Body 3x
M,50,92.1,1.94,intermediario,5,60,Bro Split
F,38,69.6,1.65,intermediario,6,80,PPL 2x
F,25,62.4,1.93,avancado,5,80,Lower Focus (LULUL)
F,31,51.7,1.74,intermediario,5,40,Lower Focus (LULUL)
M,38,87.6,1.72,intermediario,6,60,Upper/Lower 3x
M,30,67.6,1.67,iniciante,4,40,Full Body 4x
M,33,80.8,2.0,iniciante,4,50,Full Body 4x
F,45,62.3,1.98,intermediario,6,50,Upper/Lower 3x
M,18,119.9,1.73,avancado,5,70,UL PPL
F,20,56.4,1.54,intermediario,4,70,Upper/Lower 2x
F,27,82.2,1.68,iniciante,4,60,Upper/Lower 2x
